SKU,Name,Technical Name,Category,Sub Category,Product Type,Unit,Base Rate,GST %,HSN Code,Packaging Type,Weight (kg),Packing Size,MOQ Web,MOQ Dist,MOQ Bulk (kg),Status Web,Status Dist,Status Bulk,P Alpha,C Beta,T Gama,Notes
BK-06,Copper Sulphate,copper sulphate,Fungicide,chemical fungicide,bulk,KG,150,5,3808,,,,10,50,75,active,not_listed,active,15,70.5,85.5,
BK-852,Defender CS,pyraclostrobin 10 %,Fungicide,chemical fungicide,bulk,KG,280,18,3808,,,,10,50,1000,active,not_listed,active,15,70,85,
BK-1084,DIMITRAN | Metiram 44% + Dimethomorph 9% WG,metiram 44 % + dimethomorph 9 %,Fungicide,chemical fungicide,bulk,KG,360,18,3808,,,,25,40,100,active,not_listed,active,6,180,186,
BK-03,dismiss (Dimethomorph 50% WP) Kg,dimethomorph 50 %,Fungicide,chemical fungicide,bulk,KG,1000,18,3808,,,,10,10,50,active,not_listed,active,15,200,215,
BK-485,DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC),metalaxyl-m 3.3 % + chlorothalonil 33.1 %,Fungicide,chemical fungicide,bulk,KG,403,18,3808,,,,5,50,300,active,not_listed,active,8.5,40.3,48.8,
BK-467,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP),cymoxanil 8 % + mancozeb 64 %,Fungicide,chemical fungicide,bulk,KG,233,18,3808,,,,20,50,200,active,not_listed,active,3.2,23.3,26.5,
BK-980,fluopicolide 5.56% w/w + propamocarb hydrochloride 55.6% w/w SC.,fluopicolide 5.56 % + propamocarb hydrochloride 55.6 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-648,Fluxapyroxad 167 g/L + Pyraclostrobin 333 g/L SC ltr,fluxapyroxad 167 % + pyraclostrobin 33300 %,Fungicide,chemical fungicide,bulk,KG,1800,18,3808,,,,0,0,100,active,not_listed,active,15,450,465,
BK-962,HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG,copper sulphate 47.15 % + mancozeb 30 %,Fungicide,chemical fungicide,bulk,KG,358,18,3808,,,,0,0,200,active,not_listed,active,7.5,179,186.5,
BK-490,Hexa,hexaconazole,Fungicide,chemical fungicide,bulk,KG,50,18,3808,,,,10,50,200,active,not_listed,active,8,5,13,
BK-641,Hexaconazole 0.5% granuales kg,hexaconazole 0.5 %,Fungicide,chemical fungicide,bulk,KG,23,18,3808,,,,0,0,500,active,not_listed,active,25,115,140,
BK-145,Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG,tebuconazole 50 % + trifloxystrobin 25 %,Fungicide,chemical fungicide,bulk,KG,700,18,3808,,,,5,10,60,active,not_listed,active,8,35,43,
BK-679,KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP),kasugamycin 5 % + copper oxychloride 45 %,Fungicide,chemical fungicide,bulk,KG,650,18,3808,,,,0,20,200,active,not_listed,active,8,65,73,
BK-147,KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%),streptomycin sulphate 90 % + tetracycline hydrochloride 10 %,Fungicide,chemical fungicide,bulk,KG,50,18,3808,,,,0.9,10,100,active,not_listed,active,3,0.3,3.3,
BK-529,Mandipropamid 23.4% SC Ltr,mandipropamid 23.4 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,8,50,active,not_listed,inactive,40,1500,1540,
BK-640,META - SULVET (Sulphur 55.16% SC) ltr,sulphur 55.16 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,20,50,500,active,not_listed,inactive,15,17.5,32.5,
BK-144,Meta-manco,metalaxyl 8 % + mancozeb 64 %,Fungicide,chemical fungicide,bulk,KG,201,18,3808,,,,4,50,500,active,not_listed,active,4.5,5.025,9.525,
BK-148,METAXEL ( Metalaxyl 35 % ws),metalaxyl 35 %,Fungicide,chemical fungicide,bulk,KG,451,18,3808,,,,10,50,150,active,not_listed,active,4,4.51,8.51,
BK-552,Methidathion 40% EC ltr,methiadathion 40 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1090,MYCINMAX | Kasugamycin 3% SL,kasugamycin 3 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,10,30,200,active,not_listed,inactive,5.5,8,13.5,
BK-528,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC Ltr,tricyclazole 18 % + tebuconazole 14.4 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,500,active,not_listed,inactive,15,125,140,
BK-149,Neev ( Tebuconazole 2% DS ),tebuconazole 2 %,Fungicide,chemical fungicide,bulk,KG,95,18,3808,,,,0.8,10,50,active,not_listed,active,3.2,3.8,7,
BK-553,Paecilomyces Lilacinus kg,paecilomyces lilacinus,Fungicide,bio fungicide,bulk,KG,0,5,3808,,,,10,50,200,active,not_listed,inactive,15,22,37,
BK-763,Pencycuron 22.9% Sc,pencycuron 22.9 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,125,3000,3125,
BK-143,Professor,ametoctradin 27 % + dimethomorph 20.27 %,Fungicide,chemical fungicide,bulk,KG,700,18,3808,,,,0,0,1000,active,not_listed,active,8.5,70,78.5,
BK-482,Propiconazole 13.9 % + Difenoconazole 13.9 % - PRODIZOLE 1 ltr,propiconazole 13.9 % + difenoconazole 13.9 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,10,30,200,active,not_listed,inactive,8.5,45.7,54.2,
BK-43,Propineb 70% WP,propineb 70 %,Fungicide,chemical fungicide,bulk,KG,360,18,3808,,,,8,50,400,active,not_listed,active,15,144,159,
BK-952,PYRACLORAM | Pyraclostrobin 5% + Metiram 55% WG,pyraclostrobin 5 % + metiram 55 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,25,active,not_listed,inactive,22,2100,2122,
BK-874,sulphur 80% wdg,sulphur 80 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,10,200,500,active,not_listed,inactive,25,135,160,
SW-001,Sulphur WDG,Sulphur 80% WDG,Fungicide,,powder,KG,200,,,,,,,,,active,not_listed,inactive,0,0,0,Contact fungicide
BK-961,SuperStin | CARBENDAZIM 50% WP,carbendazim 50 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,25,50,170,active,not_listed,inactive,14,13,27,
BK-530,Tebuconazole 38.9% Ltr,tebuconazole,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,300,active,not_listed,inactive,8.5,4.4,12.9,
BK-632,Tebusul (Tebuconazole 10 % + sulphur 65 % wg),tebuconazole 10 % + sulphur 65 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,20,50,200,active,not_listed,inactive,3.2,13,16.2,
BK-649,Thifluzamide 26% + Kasugamycin 6% SC,thifluzamide 26 % + kasugamycin 6 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-146,thifluzamide Peter,thifluzamide 24 %,Fungicide,chemical fungicide,bulk,KG,813,18,3808,,,,15,30,200,active,not_listed,active,15,121.95,136.95,
BK-792,Tricyclazole 75% WP,tricyclazole 75 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,0,0,750,active,not_listed,inactive,10,72,82,
BK-767,Validamycin 3% L,validamycin 3 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,10,50,200,active,not_listed,inactive,40,100,140,
BK-943,WOOD AEGIS | Chlorpyriphos 2% RTU,chlorpyrifos 2 %,Fungicide,chemical fungicide,bulk,KG,0,18,3808,,,,100,,750,active,not_listed,inactive,40,60,100,
BK-1166,Ametryn 80 % WG,ametryn 80 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1175,Ammonium Salt of Glyphosate 71% SG,glyphosate ammonium salt 71 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1086,DHAANKO,pretilachlor 50 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1168,Diuron 80 % WP,diuron 80 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-531,FENOX,fenoxaprop-p-ethyl 9.3 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,30,0,not_listed,active,inactive,0,0,0,
BK-1122,Glufosinate Ammonium 13.5% SL,glufosinate ammonium 13.5 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1172,NAKULONE,halosulfuron-methyl 12 % + metribuzin 55 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1088,PENDAGO,pendimethalin 30 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1173,PENORA,penoxsulam 21.7 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1116,Penoxsulam 1.02 %+ Cyhalofop-butyl 5.1% OD,penoxsulam 1.02 % + cyhalofop-butyl 5.1 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-634,PENZA,pendimethalin 30 % + imazethapyr 2 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,50,0,not_listed,active,inactive,0,0,0,
BK-478,TATHAASTU,quizalofop ethyl 5 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,25,0,not_listed,active,inactive,0,0,0,
BK-1174,TRUNASH,pyrazosulfuron-ethyl 70 %,herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-653,Clearance Paraquat Dichloride 24% SL,paraquat dichloride 24 %,Herbicide,herbicides,bulk,KG,100,18,3808,,,,10,50,400,active,not_listed,active,15,25,40,
BK-532,Clearance Paraquat Dichloride 42% SL Ltr,paraquat dichloride 42 %,Herbicide,herbicides,bulk,KG,220,18,3808,,,,0,0,300,active,not_listed,active,450,11000,11450,
BK-154,FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide,sulfosulfuron 75 % + metsulfuron methyl 5 %,Herbicide,herbicides,bulk,KG,355,18,3808,,,,0,0,30,active,not_listed,active,3.2,5.68,8.88,
BK-495,fenoxaprop-p-ethyl 6.9 ec - Paddy guard ltr,fenoxaprop-p-ehtyl 6.9 %,Herbicide,herbicides,bulk,KG,345,18,3808,,,,0,20,100,active,not_listed,active,35,86.25,121.25,
BK-534,FLUCHLORALIN 45%EC Ltr,fluchloralin 45 %,Herbicide,herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-920,Garuda,bispyribac sodium 10 %,Herbicide,herbicides,bulk,KG,500,18,3808,,,,10,25,200,active,not_listed,active,9,50,59,
BK-535,Glyphosate 41% SL Ltr,glyphosate 41 %,Herbicide,herbicides,bulk,KG,185,18,3808,,,,0,50,1000,active,not_listed,active,450,9250,9700,
BK-899,Imaza (Imazethapyr 10% SL),imazethapyr 10 %,Herbicide,herbicides,bulk,KG,130,18,3808,,,,0,50,200,active,not_listed,active,40,130,170,
BK-625,Katal (24D),"2,4-d dimethyl amine salt 58 %",Herbicide,herbicides,bulk,KG,170,18,3808,,,,4,50,200,active,not_listed,active,22.5,85,107.5,
BK-153,Katyayani Lemar -Tembotrione,tembotrione 42 %,Herbicide,herbicides,bulk,KG,2600,18,3808,,,,0,0,20,active,not_listed,active,15,299,314,
BK-900,Katyayani Suspension Atrazine 50% WP,atrazine 50 %,Herbicide,herbicides,bulk,KG,0,18,3808,,,,0,50,200,active,not_listed,inactive,10,288,298,
BK-152,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP),metsulfuron methyl 10 % + chlorimuron ethyl 10 %,Herbicide,herbicides,bulk,KG,1300,18,3808,,,,0,2,100,active,not_listed,active,3.2,10.4,13.6,
BK-174,Metribuzin 70% WP,metribuzin 70 %,Herbicide,herbicides,bulk,KG,870,18,3808,,,,0,50,70,active,not_listed,active,8,87,95,
BK-991,MSM,metsulfuron methyl 20 %,Herbicide,herbicides,bulk,KG,1062.5,18,3808,,,,1.28,2,5,active,not_listed,active,3.2,8.5,11.7,
BK-481,OXYFEN - OXYFLOURFEN 23.5 % EC Ltr,oxyflourfen 23.5 %,Herbicide,herbicides,bulk,KG,0,18,3808,,,,0,50,200,active,not_listed,inactive,16,51.1,67.1,
BK-847,Penda (Pendimethalin 38.7 % cs),pendimethalin 38.7 %,Herbicide,herbicides,bulk,KG,0,18,3808,,,,0,30,100,active,not_listed,inactive,40,225.4,265.4,
BK-533,SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) Kg,metribuzin 42 % + clodinafop propargyl 12 %,Herbicide,herbicides,bulk,KG,0,18,3808,,,,0,10,0,active,not_listed,inactive,0,0,0,
BK-151,Vikram Clodinofop,clodinofop,Herbicide,herbicides,bulk,KG,388,18,3808,,,,0,50,500,active,not_listed,active,2.538,62.08,64.618,
BK-497,Weed killer Ltr,weed killer,Herbicide,herbicides,bulk,KG,0,18,3808,,,,5,50,100,active,not_listed,inactive,15,43.25,58.25,
BK-922,Weed killer Plus,weed killer,Herbicide,herbicides,bulk,KG,0,18,3808,,,,50,50,100,active,not_listed,inactive,40,120,160,
BK-576,Amino Acid 80% kg,amino acid 80 %,Herbicide & other Products,other product,bulk,KG,120,18,3808,,,,0,0,200,active,not_listed,active,25,600,625,
BK-768,balsom mix - camella_flowering seeds,,Herbicide & other Products,seeds,bulk,KG,5020,5,3808,,,,0,0,50,active,not_listed,active,3,1.004,4.004,
BK-927,Bentonite I.P.,,Herbicide & other Products,other product,bulk,KG,50,5,250810,,,,0,0,100,active,not_listed,active,20,11.35,31.35,
BK-659,Bhindi Arka Anamika seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-928,Cellulose Ether,,Herbicide & other Products,other product,bulk,KG,510,18,391239,,,,0,0,0,active,not_listed,inactive,14,61.2,75.2,
BK-947,ClearWEED + | Pyrithiobac sodium 6% + Quizalofop ethyl 4% EC,pyrithiobac sodium 6 % + quizalofop ethyl 4 %,Herbicide & other Products,chemical herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-1059,Cosmos orange Seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-773,Cosmos sulphureus Seeds flowering seeds,,Herbicide & other Products,seeds,bulk,KG,4520,5,1209,,,,0,0,100,active,not_listed,active,3,1.13,4.13,
BK-639,Diclo Star Herbicide (Diclosulam 84% WDG) kg,diclosulam 84 %,Herbicide & other Products,herbicides,bulk,KG,25000,18,3808,,,,0,0,5,active,not_listed,active,1.128,312.5,313.628,
BK-556,Ferric Chloride ltr,,Herbicide & other Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-963,FIXTYL | Fluazifop-p-butyl 13.4 %EC,fluazifop-p-butyl 13.4 %,Herbicide & other Products,herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-557,Foaming Agent ltr,,Herbicide & other Products,cleaning,bulk,KG,0,18,3402,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-948,FOMEFLU 11 | Fomesafen 11.1% W/W + Fluazifop-P-Butyl 11.1% W/W SI,fomesafen 11.1 % + fluazifop-p-butyl 11.1 %,Herbicide & other Products,chemical herbicides,bulk,KG,825,18,3808,,,,0,0,200,active,not_listed,active,22.5,412.5,435,
BK-964,FomeQuik | Quizalofop ethyl 3 % + Fomesafen 12% SC,quizalofop ethyl 3 % + fomesafen 12 %,Herbicide & other Products,herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-29,Foundation (Azoxystrobin 2.5%+thiophanate Methyl 11.25%+thiamethoxom 25% Fs) ltr,azoxystrobin 2.5 % + thiophanate methyl 11.25 % + thiamethoxam 25 %,Herbicide & other Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-774,Gazania New Day White Seeds,,Herbicide & other Products,seeds,bulk,KG,12020,5,1209,,,,0,0,1000,active,not_listed,active,3,4.808,7.808,
BK-953,HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC,haloxyfop r methyl 10.5 %,Herbicide & other Products,herbicides,bulk,KG,530,18,3808,,,,0,0,200,active,not_listed,active,11.75,212,223.75,
BK-610,Imli Powder,,Herbicide & other Products,other product,bulk,KG,195,5,1106,,,,0,0,0,active,not_listed,inactive,22,58.5,80.5,
BK-929,Light Kaolin,,Herbicide & other Products,other product,bulk,KG,0,5,2507,,,,0,0,100,active,not_listed,inactive,20,22.7,42.7,
BK-945,MightyMaze | Topramezone 336 g/l w/v SC,topramezone #value! #value!,Herbicide & other Products,chemical herbicides,bulk,KG,0,18,3808,,,,0,0.75,10,active,not_listed,inactive,7.5,285,292.5,
BK-601,Mulethi powder (Black),,Herbicide & other Products,other product,bulk,KG,0,0,0,,,,0,0,0,active,not_listed,inactive,20,151.75,171.75,
BK-600,Mulethi powder (Brown),,Herbicide & other Products,other product,bulk,KG,0,0,0,,,,0,0,0,active,not_listed,inactive,20,151.75,171.75,
BK-02,oxyrich 22.5,oxyrich 22.5 %,Herbicide & other Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-575,Permi shield ltr,permethrin 25 %,Herbicide & other Products,other product,bulk,KG,0,18,3808,,,,0,0,1000,active,not_listed,inactive,15,57.5,72.5,
BK-944,PINOX GO | Pinoxaden 5.1% EC,pinoxaden 5.1 %,Herbicide & other Products,chemical herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-558,Polyvinyl Alcohol ltr,,Herbicide & other Products,lab-grade,bulk,KG,0,18,9802,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-573,Potassium silicate Kg,potassium silicate,Herbicide & other Products,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,10,41,51,
BK-661,Radish White Long seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-581,Secure Pro (Pendimethalin 38.4% + Pyrazosulfuron ethyl 0.85% ZC ),pendimethalin 38.4 % + pyrazosulfuron ethyl 0.85 %,Herbicide & other Products,herbicides,bulk,KG,0,18,3808,,,,0,50,0,active,not_listed,inactive,0,0,0,
BK-580,Security plus ( BISPYRIBAC SODIUM 20% + PYRAZOSULFURON ETHYL 15% WDG ),bispyribac sodium 20 % + pyrazosulfuron ethyl 15 %,Herbicide & other Products,herbicides,bulk,KG,0,18,3808,,,,0,50,0,active,not_listed,inactive,0,0,0,
BK-618,SunFlower Lacithin powder,,Herbicide & other Products,other product,bulk,KG,0,0,0,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-730,Swiss Chard Yellow seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-769,tomato pkm-1_Vegetable seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,1209,,,,0,0,100,active,not_listed,inactive,3,0.47816,3.47816,
BK-770,watermelon dark green_Fruit seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,100,active,not_listed,inactive,3,3.324,6.324,
BK-956,WEED PYRO | Pyroxasulfone 85% WG,pyroxasulfone 85 %,Herbicide & other Products,herbicides,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-747,Wild Rocket seeds,,Herbicide & other Products,seeds,bulk,KG,0,5,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-484,Cow Dung Cakes 1pc,cow dung cake,Manure,cow dung manure,bulk,KG,1,18,3808,,,,0,0,200,active,not_listed,active,20,50,70,
BKG2-33,Missing Product BKG2-33,,Other,,bulk,KG,0,,,,,,,,,active,not_listed,inactive,50,1500,1550,
BK-544,Kojic Acid Kg,kojic acid,Other Chemmical Products Or Seeds,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,10,4136,4146,
BK-537,pottasium phosphonate Ltr,potassium phosphate 40 %,Other Chemmical Products Or Seeds,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,250,1925,2175,
BK-536,Sulfuric Acid first grade Kg,,Other Chemmical Products Or Seeds,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-538,Surfactant Ltr,surfactant,Other Chemmical Products Or Seeds,other product,bulk,KG,0,18,3808,,,,0,0,100,active,not_listed,inactive,22.5,69.2,91.7,
BK-545,VAM technical Kg,vam ( glomus spp. ) 1200 ip/kg,Other Chemmical Products Or Seeds,other product,bulk,KG,0,18,3808,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-668,Ascorbic Acid,,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-840,Beef extract,,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-609,Calcium phosphate Tribasic,calcium phosphate tribasic,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-606,D-Mannitol,,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-611,Glucose,glucose,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-930,Glyserol Mono Starate,,other products,other product,bulk,KG,0,18,2915,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-861,Katyayani Sodium TripolyPhosphate kg,sodium tripoly phosphate,other products,other product,bulk,KG,0,18,3808,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-614,Polyvinaile pyrrolidine,polyvinaile pyrrolidine,other products,other product,bulk,KG,0,0,0,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-1153,Sodium Silicate,,other products,other product,bulk,KG,0,18,3304,,,,0,0,0,not_listed,not_listed,inactive,0,0,0,
BK-334,"Acai Powder,",,Other Products,food grade,bulk,KG,3473,18,1302,,,,0,0,0,active,not_listed,inactive,5,788.371,793.371,
BK-337,Acesulfame k powder,,Other Products,food grade,bulk,KG,1173,18,1302,,,,0,0,0,active,not_listed,inactive,7.5,398.82,406.32,
BK-431,Acetone,,Other Products,other product,bulk,KG,156,5,0,,,,0,0,0,active,not_listed,inactive,7.5,73.788,81.288,
BK-401,"Acrylate copolymer,",,Other Products,cosmetic grade,bulk,KG,345,18,3304,,,,0,0,0,active,not_listed,inactive,3.2,34.5,37.7,
BK-344,Agar Agar Powder,,Other Products,food grade,bulk,KG,2065,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,826,833.5,
BK-399,Alpha Arbutin Powder,,Other Products,cosmetic grade,bulk,KG,10776,18,3304,,,,0,0,0,active,not_listed,inactive,3.2,301.728,304.928,
BK-351,Alpha Lipoic Acid Powder,,Other Products,food grade,bulk,KG,6923,18,1302,,,,0,0,0,active,not_listed,inactive,3.2,692.3,695.5,
BK-355,Alum Powder,,Other Products,food grade,bulk,KG,52,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,20.8,28.3,
BK-397,Ammonia Solution,,Other Products,lab-grade,bulk,KG,0,5,9802,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-356,Ammonium Bicarbonate,,Other Products,food grade,bulk,KG,50,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,20,27.5,
BK-387,Ammonium Chloride - NH4Cl -,,Other Products,lab-grade,bulk,KG,50,18,9802,,,,0,0,0,active,not_listed,inactive,7.5,25,32.5,
BK-457,Ashwagandha Root Powder,,Other Products,other product,bulk,KG,732,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,332.328,339.828,
BK-427,Azelaic Acid Powder,,Other Products,cosmetic grade,bulk,KG,28773,18,3304,,,,0,0,0,active,not_listed,inactive,5,3452.76,3457.76,
BK-434,Baquacil Flocculant,,Other Products,cleaning,bulk,KG,598,18,3402,,,,0,0,0,active,not_listed,inactive,40,418.6,458.6,
BK-462,Bee Pollen Powder,,Other Products,other product,bulk,KG,1748,18,3808,,,,0,0,0,active,not_listed,inactive,5,396.796,401.796,
BK-420,Bentonite Clay Powder,,Other Products,other product,bulk,KG,115,5,0,,,,0,0,0,active,not_listed,inactive,5,12.995,17.995,
BK-411,Benzyl Alcohol,,Other Products,cosmetic grade,bulk,KG,202,18,3304,,,,0,0,0,active,not_listed,inactive,15,50.5,65.5,
BK-458,Blue Green Algae,,Other Products,bulk,bulk,KG,0,,,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-330,Boron Citrate Powder,boron 10 %,Other Products,food grade,bulk,KG,0,18,1302,,,,0,0,0,active,not_listed,inactive,0,0,0,
BK-476,bulk npk 19:19:19,,Other Products,npk fertilizer,bulk,KG,29,5,3105,,,,50,100,250,active,not_listed,active,2.538,7.25,9.788,
BK-340,Butterfly Pea Flower Powder,,Other Products,food grade,bulk,KG,5773,18,1302,,,,0,0,0,active,not_listed,inactive,5,733.171,738.171,
BK-331,Calcium Bentonite Clay Powder,,Other Products,food grade,bulk,KG,104,18,1302,,,,0,0,0,active,not_listed,inactive,10,94.328,104.328,
BK-438,Calcium Carbide,calcium carbide,Other Products,other product,bulk,KG,219,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,87.6,95.1,
BK-369,Calcium Carbonate,,Other Products,food grade,bulk,KG,81,18,1302,,,,0,0,0,active,not_listed,inactive,7.5,36.774,44.274,
BK-388,Calcium Chloride,,Other Products,other product,bulk,KG,311,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,124.4,131.9,
BK-446,Calcium Hypochlorite,,Other Products,other product,bulk,KG,217,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,86.8,94.3,
BK-407,Carbomer 940,carbomer,Other Products,other product,bulk,KG,644,18,3808,,,,0,0,0,active,not_listed,inactive,10,644,654,
BK-450,Carnauba Wax,,Other Products,other product,bulk,KG,1346,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,538.4,545.9,
BK-352,Charcoal Powder,,Other Products,food grade,bulk,KG,561,18,1302,,,,0,0,0,active,not_listed,inactive,7.5,254.133,261.633,
BK-374,Citric Acid,,Other Products,food grade,bulk,KG,130,18,1302,,,,0,0,0,active,not_listed,inactive,7.5,59.02,66.52,
BK-381,Copper Metal Shot-,,Other Products,lab-grade,bulk,KG,2438,18,9802,,,,0,0,0,active,not_listed,inactive,7.5,1219,1226.5,
BK-382,"Copper Nitrate Trihydrate,",,Other Products,lab-grade,bulk,KG,2234,18,9802,,,,0,0,0,active,not_listed,inactive,7.5,1117,1124.5,
BK-357,corn starch,,Other Products,other product,bulk,KG,82,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,32.8,40.3,
BK-358,Cream of Tartar,,Other Products,other product,bulk,KG,483,18,3808,,,,0,0,0,active,not_listed,inactive,7.5,193.2,200.7,
BK-460,D - Ribose Powder,,Other Products,other product,bulk,KG,2100,18,3808,,,,0,0,0,active,not_listed,inactive,30,2100,2130,
BK-413,"Decyl Glucoside Natural Surfactant,",,Other Products,cosmetic grade,bulk,KG,367,18,3304,,,,0,0,0,active,not_listed,inactive,22.5,129.918,152.418,
